,id,codes-type,codes-value,Latitude,Longitude,label,links,name,timezone,admin-regions
648,stop_area:OCE:SA:87213785,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-213785-00', '87213785', 'OCE87213785']",48.871759,7.476802,Ingwiller (Ingwiller),[],Ingwiller,Europe/Paris,['Ingwiller']
649,stop_area:OCE:SA:87393033,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-393033-BV', '87393033', 'OCE87393033']",48.862369,2.3126,Invalides (Paris),[],Invalides,Europe/Paris,['Paris']
650,stop_area:OCE:SA:87193565,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-193565-00', '87193565', 'OCE87193565']",49.106363,7.004946,Ippling R.Sarreguemines (Ippling),[],Ippling R.Sarreguemines,Europe/Paris,['Ippling']
651,stop_area:OCE:SA:87193243,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-193243-00', '87193243', 'OCE87193243']",49.476132,5.386517,Ire-le-Sec (IrÃ©-le-Sec),[],Ire-le-Sec,Europe/Paris,['IrÃ©-le-Sec']
652,stop_area:OCE:SA:87722249,"['CR-CI-CH', 'CR-CI-CH', 'UIC8', 'external_code']","['0087-722249-BV', '0087-722249-00', '87722249', 'OCE87722249']",45.69002,4.832288,Irigny - Yvours (Irigny),[],Irigny - Yvours,Europe/Paris,['Irigny']
653,stop_area:OCE:SA:87713859,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-713859-00', '87713859', 'OCE87713859']",47.520228,5.129833,Is-sur-Tille (Marcilly-sur-Tille),[],Is-sur-Tille,Europe/Paris,['Marcilly-sur-Tille']
654,stop_area:OCE:SA:87342279,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-342279-00', '87342279', 'OCE87342279']",50.613953,2.462785,Isbergues (Isbergues),[],Isbergues,Europe/Paris,['Isbergues']
655,stop_area:OCE:SA:87116616,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-116616-BV', '87116616', 'OCE87116616']",48.998074,3.007088,Isles-ArmentiÃ¨res-Cong. (Isles-les-Meldeuses),[],Isles-ArmentiÃ¨res-Cong.,Europe/Paris,['Isles-les-Meldeuses']
656,stop_area:OCE:SA:87481622,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-481622-00', '87481622', 'OCE87481622']",47.627038,-1.450334,IssÃ© (IssÃ©),[],IssÃ©,Europe/Paris,['IssÃ©']
657,stop_area:OCE:SA:87734202,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-734202-BV', '87734202', 'OCE87734202']",45.543953,3.254071,Issoire (Issoire),[],Issoire,Europe/Paris,['Issoire']
658,stop_area:OCE:SA:87395665,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-395665-00', '87395665', 'OCE87395665']",45.539936,3.257986,Issoire-LycÃ©e-Deville (Issoire),[],Issoire-LycÃ©e-Deville,Europe/Paris,['Issoire']
659,stop_area:OCE:SA:87395673,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-395673-00', '87395673', 'OCE87395673']",45.550384,3.249926,Issoire-LycÃ©e-Murat (Issoire),[],Issoire-LycÃ©e-Murat,Europe/Paris,['Issoire']
660,stop_area:OCE:SA:87381574,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-381574-00', '87381574', 'OCE87381574']",48.979309,1.785079,Issou-Porcheville (Issou),[],Issou-Porcheville,Europe/Paris,['Issou']
661,stop_area:OCE:SA:87597062,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-597062-BV', '87597062', 'OCE87597062']",46.947849,1.984921,Issoudun (Issoudun),[],Issoudun,Europe/Paris,['Issoudun']
662,stop_area:OCE:SA:87643767,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-643767-HR', '87643767', 'OCE87643767']",46.957808,1.996957,Issoudun-CHU (Issoudun),[],Issoudun-CHU,Europe/Paris,['Issoudun']
663,stop_area:OCE:SA:87689935,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-689935-HR', '87689935', 'OCE87689935']",46.949686,1.994683,Issoudun-Jardin (Issoudun),[],Issoudun-Jardin,Europe/Paris,['Issoudun']
664,stop_area:OCE:SA:87304642,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-304642-00', '87304642', 'OCE87304642']",46.948607,1.985823,Issoudun-Place-de-la-G. (Issoudun),[],Issoudun-Place-de-la-G.,Europe/Paris,['Issoudun']
665,stop_area:OCE:SA:87393074,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-393074-00', '87393074', 'OCE87393074']",48.819709,2.259008,Issy (Issy-les-Moulineaux),[],Issy,Europe/Paris,['Issy-les-Moulineaux']
666,stop_area:OCE:SA:87393306,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-393306-BV', '87393306', 'OCE87393306']",48.829868,2.26324,Issy Val de Seine (Issy-les-Moulineaux),[],Issy Val de Seine,Europe/Paris,['Issy-les-Moulineaux']
667,stop_area:OCE:SA:87753418,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-753418-BV', '87753418', 'OCE87753418']",43.515376,4.980434,Istres (Istres),[],Istres,Europe/Paris,['Istres']
668,stop_area:OCE:SA:87577403,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-577403-00', '87577403', 'OCE87577403']",46.484213,0.316845,Iteuil (Centre) (Iteuil),[],Iteuil (Centre),Europe/Paris,['Iteuil']
669,stop_area:OCE:SA:87545301,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-545301-00', '87545301', 'OCE87545301']",48.814348,2.391146,Ivry-sur-Seine (Ivry-sur-Seine),[],Ivry-sur-Seine,Europe/Paris,['Ivry-sur-Seine']
670,stop_area:OCE:SA:87345397,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-345397-00', '87345397', 'OCE87345397']",50.225677,3.329873,Iwuy (Iwuy),[],Iwuy,Europe/Paris,['Iwuy']
671,stop_area:OCE:SA:87413716,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-413716-00', '87413716', 'OCE87413716']",49.526962,0.186048,J.Monod-la-Demi-Lieue (Montivilliers),[],J.Monod-la-Demi-Lieue,Europe/Paris,['Montivilliers']
672,stop_area:OCE:SA:87471334,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-471334-00', '87471334', 'OCE87471334']",47.955123,-1.49741,JanzÃ© (JanzÃ©),[],JanzÃ©,Europe/Paris,['JanzÃ©']
673,stop_area:OCE:SA:87491472,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-491472-00', '87491472', 'OCE87491472']",45.67129,-0.177924,Jarnac-Charente (Mainxe-Gondeville),[],Jarnac-Charente,Europe/Paris,['Mainxe-Gondeville']
674,stop_area:OCE:SA:87747535,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-747535-BV', '87747535', 'OCE87747535']",45.085406,5.742256,Jarrie-Vizille (Jarrie),[],Jarrie-Vizille,Europe/Paris,['Jarrie']
675,stop_area:OCE:SA:87141010,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-141010-BV', '87141010', 'OCE87141010']",48.669949,6.202212,Jarville-la-Malgrange (Jarville-la-Malgrange),[],Jarville-la-Malgrange,Europe/Paris,['Jarville-la-Malgrange']
676,stop_area:OCE:SA:87594085,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-594085-00', '87594085', 'OCE87594085']",45.543524,2.139615,Jassonneix (Meymac),[],Jassonneix,Europe/Paris,['Meymac']
677,stop_area:OCE:SA:87575217,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-575217-BV', '87575217', 'OCE87575217']",46.682305,0.38189,Jaunay-Clan (Jaunay-Marigny),[],Jaunay-Clan,Europe/Paris,['Jaunay-Marigny']
678,stop_area:OCE:SA:87272013,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-272013-00', '87272013', 'OCE87272013']",49.386546,2.777064,Jaux (Jaux),[],Jaux,Europe/Paris,['Jaux']
679,stop_area:OCE:SA:87393066,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-393066-00', '87393066', 'OCE87393066']",48.846296,2.277011,Javel (Paris),[],Javel,Europe/Paris,['Paris']
680,stop_area:OCE:SA:87524884,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-524884-HR', '87524884', 'OCE87524884']",49.453057,5.463672,Jean-les-Longuyon (St) (Saint-Jean-lÃ¨s-Longuyon),[],Jean-les-Longuyon (St),Europe/Paris,['Saint-Jean-lÃ¨s-Longuyon']
681,stop_area:OCE:SA:87144733,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-144733-00', '87144733', 'OCE87144733']",48.329993,6.674988,JeanmÃ©nil (JeanmÃ©nil),[],JeanmÃ©nil,Europe/Paris,['JeanmÃ©nil']
682,stop_area:OCE:SA:87714618,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-714618-HR', '87714618', 'OCE87714618']",48.330038,6.674992,Jeanmenil Fraispertuis (JeanmÃ©nil),[],Jeanmenil Fraispertuis,Europe/Paris,['JeanmÃ©nil']
683,stop_area:OCE:SA:87279919,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-279919-00', '87279919', 'OCE87279919']",48.296937,4.577772,Jessains-Eglise (Jessains),[],Jessains-Eglise,Europe/Paris,['Jessains']
684,stop_area:OCE:SA:87117929,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-117929-00', '87117929', 'OCE87117929']",48.130275,4.036379,Jeugny (Eglise) (Jeugny),[],Jeugny (Eglise),Europe/Paris,['Jeugny']
685,stop_area:OCE:SA:87295014,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-295014-BV', '87295014', 'OCE87295014']",50.296097,4.086377,Jeumont (Jeumont),[],Jeumont,Europe/Paris,['Jeumont']
686,stop_area:OCE:SA:87191700,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-191700-00', '87191700', 'OCE87191700']",49.22508,6.017915,Joeuf (JÅ“uf),[],Joeuf,Europe/Paris,['JÅ“uf']
687,stop_area:OCE:SA:87683243,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-683243-00', '87683243', 'OCE87683243']",47.973833,3.392956,Joigny (Joigny),[],Joigny,Europe/Paris,['Joigny']
688,stop_area:OCE:SA:87172031,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-172031-00', '87172031', 'OCE87172031']",49.833377,4.766973,Joigny-sur-Meuse (Joigny-sur-Meuse),[],Joigny-sur-Meuse,Europe/Paris,['Joigny-sur-Meuse']
689,stop_area:OCE:SA:87175091,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-175091-BV', '87175091', 'OCE87175091']",48.44475,5.144287,Joinville (Joinville),[],Joinville,Europe/Paris,['Joinville']
690,stop_area:OCE:SA:87784710,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-784710-00', '87784710', 'OCE87784710']",42.561757,2.311354,Joncet (Serdinya),[],Joncet,Europe/Paris,['Serdinya']
691,stop_area:OCE:SA:87700153,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-700153-00', '87700153', 'OCE87700153']",47.526227,6.99865,Joncherey (Joncherey),[],Joncherey,Europe/Paris,['Joncherey']
692,stop_area:OCE:SA:87171314,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-171314-BV', '87171314', 'OCE87171314']",49.289724,3.819838,Jonchery-sur-Vesle (Jonchery-sur-Vesle),[],Jonchery-sur-Vesle,Europe/Paris,['Jonchery-sur-Vesle']
693,stop_area:OCE:SA:87491142,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-491142-00', '87491142', 'OCE87491142']",45.438714,-0.442002,Jonzac (Jonzac),[],Jonzac,Europe/Paris,['Jonzac']
694,stop_area:OCE:SA:87571885,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-571885-BV', '87571885', 'OCE87571885']",47.354238,0.667088,JouÃ©-lÃ¨s-Tours (JouÃ©-lÃ¨s-Tours),[],JouÃ©-lÃ¨s-Tours,Europe/Paris,['JouÃ©-lÃ¨s-Tours']
695,stop_area:OCE:SA:87715524,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-715524-00', '87715524', 'OCE87715524']",46.760077,6.388785,Jougne (Jougne),[],Jougne,Europe/Paris,['Jougne']
696,stop_area:OCE:SA:87394155,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-394155-BV', '87394155', 'OCE87394155']",48.51019,1.557496,Jouy (Jouy),[],Jouy,Europe/Paris,['Jouy']
697,stop_area:OCE:SA:87393512,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-393512-00', '87393512', 'OCE87393512']",48.764836,2.163742,Jouy-en-Josas (Jouy-en-Josas),[],Jouy-en-Josas,Europe/Paris,['Jouy-en-Josas']
698,stop_area:OCE:SA:87757666,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-757666-00', '87757666', 'OCE87757666']",43.570908,7.111508,Juan-les-Pins (Antibes),[],Juan-les-Pins,Europe/Paris,['Antibes']
699,stop_area:OCE:SA:87721696,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-721696-HR', '87721696', 'OCE87721696']",45.430203,3.339215,Jumeaux (Jumeaux),[],Jumeaux,Europe/Paris,['Jumeaux']
700,stop_area:OCE:SA:87711713,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-711713-HR', '87711713', 'OCE87711713']",48.114352,4.799987,Juvancourt (Juvancourt),[],Juvancourt,Europe/Paris,['Juvancourt']
701,stop_area:OCE:SA:87545244,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-545244-BV', '87545244', 'OCE87545244']",48.68947,2.383211,Juvisy (Juvisy-sur-Orge),[],Juvisy,Europe/Paris,['Juvisy-sur-Orge']
702,stop_area:OCE:SA:87381558,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-381558-00', '87381558', 'OCE87381558']",48.9923,1.845874,Juziers (Juziers),[],Juziers,Europe/Paris,['Juziers']
703,stop_area:OCE:SA:80196980,"['CR-CI-CH', 'UIC8', 'external_code']","['0080-196980-BV', '80196980', 'OCE80196980']",49.43631,7.768586,Kaiserslautern-Hbf (Kaiserslautern),[],Kaiserslautern-Hbf,Europe/Paris,['Kaiserslautern']
704,stop_area:OCE:SA:87193664,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-193664-BV', '87193664', 'OCE87193664']",49.034995,7.125484,Kalhausen (Kalhausen),[],Kalhausen,Europe/Paris,['Kalhausen']
705,stop_area:OCE:SA:87659821,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-659821-HR', '87659821', 'OCE87659821']",48.790448,7.836,Kaltenhouse-Rue-Bischwi (Kaltenhouse),[],Kaltenhouse-Rue-Bischwi,Europe/Paris,['Kaltenhouse']
706,stop_area:OCE:SA:80142281,"['CR-CI-CH', 'UIC8', 'external_code']","['0080-142281-BV', '80142281', 'OCE80142281']",48.994413,8.400285999999999,Karlsruhe-Hbf (Karlsruhe),[],Karlsruhe-Hbf,Europe/Paris,['Karlsruhe']
707,stop_area:OCE:SA:87703694,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-703694-HR', '87703694', 'OCE87703694']",49.40758,6.297785,KÃ…â€œnigsmacker Ecole (KÅ“nigsmacker),[],KÃ…â€œnigsmacker Ecole,Europe/Paris,['KÅ“nigsmacker']
708,stop_area:OCE:SA:87191346,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-191346-00', '87191346', 'OCE87191346']",49.305607,6.33251,KÃ©dange (KÃ©dange-sur-Canner),[],KÃ©dange,Europe/Paris,['KÃ©dange-sur-Canner']
709,stop_area:OCE:SA:87406801,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-406801-00', '87406801', 'OCE87406801']",49.308319,6.338321,KÃ©dange (Eglise) (KÃ©dange-sur-Canner),[],KÃ©dange (Eglise),Europe/Paris,['KÃ©dange-sur-Canner']
710,stop_area:OCE:SA:80142927,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-212910-WD', '80142927', 'OCE80142927']",48.576507,7.808029,Kehl (Kehl),[],Kehl,Europe/Paris,['Kehl']
711,stop_area:OCE:SA:87159947,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-159947-00', '87159947', 'OCE87159947']",48.043815,-1.738948,Ker Lann (Bruz),[],Ker Lann,Europe/Paris,['Bruz']
712,stop_area:OCE:SA:87474213,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-474213-BV', '87474213', 'OCE87474213']",48.409591,-4.387987,Kerhuon (Le Relecq-Kerhuon),[],Kerhuon,Europe/Paris,['Le Relecq-Kerhuon']
713,stop_area:OCE:SA:87215491,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-215491-00', '87215491', 'OCE87215491']",48.965412,7.048837,Keskastel (Keskastel),[],Keskastel,Europe/Paris,['Keskastel']
714,stop_area:OCE:SA:87730994,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-730994-HR', '87730994', 'OCE87730994']",48.977152,7.046091,Keskastel R. LibÃ©ration (Keskastel),[],Keskastel R. LibÃ©ration,Europe/Paris,['Keskastel']
715,stop_area:OCE:SA:87212324,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-212324-00', '87212324', 'OCE87212324']",48.679216,7.854015,Kilstett (Kilstett),[],Kilstett,Europe/Paris,['Kilstett']
716,stop_area:OCE:SA:87658948,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-658948-HR', '87658948', 'OCE87658948']",48.679219,7.854927,Kilstett-Rue-de-la-Gare (Kilstett),[],Kilstett-Rue-de-la-Gare,Europe/Paris,['Kilstett']
717,stop_area:OCE:SA:87643403,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-643403-HR', '87643403', 'OCE87643403']",48.256317,7.419759,Kintzheim-(Cigoland) (Kintzheim),[],Kintzheim-(Cigoland),Europe/Paris,['Kintzheim']
718,stop_area:OCE:SA:87643411,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-643411-HR', '87643411', 'OCE87643411']",48.254457,7.39501,Kintzheim-Mairie (Kintzheim),[],Kintzheim-Mairie,Europe/Paris,['Kintzheim']
719,stop_area:OCE:SA:87642074,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-642074-HR', '87642074', 'OCE87642074']",47.791681,6.962223,Kirchberg-(CafÃ©-Rose) (Kirchberg),[],Kirchberg-(CafÃ©-Rose),Europe/Paris,['Kirchberg']
720,stop_area:OCE:SA:87642066,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-642066-HR', '87642066', 'OCE87642066']",47.788618,6.964722,Kirchberg-(Lotissement) (Kirchberg),[],Kirchberg-(Lotissement),Europe/Paris,['Kirchberg']
721,stop_area:OCE:SA:87191213,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-191213-00', '87191213', 'OCE87191213']",49.340765,6.039121,Knutange-Nilvange-Place (Knutange),[],Knutange-Nilvange-Place,Europe/Paris,['Knutange']
722,stop_area:OCE:SA:87191619,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-191619-00', '87191619', 'OCE87191619']",49.396456,6.273898,Koenigsmacker (KÅ“nigsmacker),[],Koenigsmacker,Europe/Paris,['KÅ“nigsmacker']
723,stop_area:OCE:SA:87635821,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-635821-HR', '87635821', 'OCE87635821']",49.396543,6.279747,Koenigsmacker-Centre (KÅ“nigsmacker),[],Koenigsmacker-Centre,Europe/Paris,['KÅ“nigsmacker']
724,stop_area:OCE:SA:87214114,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-214114-BV', '87214114', 'OCE87214114']",48.338753,7.534624,Kogenheim (Kogenheim),[],Kogenheim,Europe/Paris,['Kogenheim']
725,stop_area:OCE:SA:80154583,"['CR-CI-CH', 'UIC8', 'external_code']","['0080-154583-00', '80154583', 'OCE80154583']",50.942821,6.959032,KÃ¶ln Hbf (Cologne) (KÃ¶ln),[],KÃ¶ln Hbf (Cologne),Europe/Paris,['KÃ¶ln']
726,stop_area:OCE:SA:80251850,"['CR-CI-CH', 'UIC8', 'external_code']","['0080-251850-BV', '80251850', 'OCE80251850']",49.70008,6.573271,Konz-Mitte (Konz),[],Konz-Mitte,Europe/Paris,['Konz']
727,stop_area:OCE:SA:80142919,"['CR-CI-CH', 'UIC8', 'external_code']","['0080-142919-00', '80142919', 'OCE80142919']",48.570037,7.874033,Kork (Kehl),[],Kork,Europe/Paris,['Kehl']
728,stop_area:OCE:SA:87338525,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-338525-00', '87338525', 'OCE87338525']",48.563621,7.752628,Krimmeri-Meinau (Strasbourg),[],Krimmeri-Meinau,Europe/Paris,['Strasbourg']
729,stop_area:OCE:SA:87182642,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-182642-00', '87182642', 'OCE87182642']",47.922469,6.969584,Kruth (Kruth),[],Kruth,Europe/Paris,['Kruth']
730,stop_area:OCE:SA:87406819,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-406819-00', '87406819', 'OCE87406819']",49.343594,6.244127,Kuntzig (Bibiche) (Kuntzig),[],Kuntzig (Bibiche),Europe/Paris,['Kuntzig']
731,stop_area:OCE:SA:87406827,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-406827-00', '87406827', 'OCE87406827']",49.347195,6.237104,Kuntzig (Place libertÃ©) (Kuntzig),[],Kuntzig (Place libertÃ©),Europe/Paris,['Kuntzig']
732,stop_area:OCE:SA:87213660,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-213660-00', '87213660', 'OCE87213660']",48.741882,7.813036,Kurtzenhouse (Kurtzenhouse),[],Kurtzenhouse,Europe/Paris,['Kurtzenhouse']
733,stop_area:OCE:SA:87659797,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-659797-HR', '87659797', 'OCE87659797']",48.742351,7.812445,Kurtzenhouse-(CMDP) (Kurtzenhouse),[],Kurtzenhouse-(CMDP),Europe/Paris,['Kurtzenhouse']
734,stop_area:OCE:SA:87659789,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-659789-HR', '87659789', 'OCE87659789']",48.739191,7.806731,Kurtzenhouse-(Mairie) (Kurtzenhouse),[],Kurtzenhouse-(Mairie),Europe/Paris,['Kurtzenhouse']
735,stop_area:OCE:SA:87113886,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-113886-00', '87113886', 'OCE87113886']",48.922289,2.516859,L'Abbaye (Livry-Gargan),[],L'Abbaye,Europe/Paris,['Livry-Gargan']
736,stop_area:OCE:SA:87444638,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-444638-BV', '87444638', 'OCE87444638']",48.766684,0.620733,L'Aigle (L'Aigle),[],L'Aigle,Europe/Paris,"[""L'Aigle""]"
737,stop_area:OCE:SA:87592634,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-592634-BV', '87592634', 'OCE87592634']",45.778319,1.205081,L'Aiguille (Bosmie-l'Aiguille),[],L'Aiguille,Europe/Paris,"[""Bosmie-l'Aiguille""]"
738,stop_area:OCE:SA:87721431,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-721431-00', '87721431', 'OCE87721431']",45.833249,4.618236,L'Arbresle (L'Arbresle),[],L'Arbresle,Europe/Paris,"[""L'Arbresle""]"
739,stop_area:OCE:SA:87763557,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-763557-00', '87763557', 'OCE87763557']",44.791,6.556405,L'ArgentiÃ¨re-les-Ecrins (L'ArgentiÃ¨re-la-BessÃ©e),[],L'ArgentiÃ¨re-les-Ecrins,Europe/Paris,"[""L'ArgentiÃ¨re-la-BessÃ©e""]"
740,stop_area:OCE:SA:87751529,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-751529-00', '87751529', 'OCE87751529']",43.734384,7.30245,L'Ariane-la-TrinitÃ© (La TrinitÃ©),[],L'Ariane-la-TrinitÃ©,Europe/Paris,['La TrinitÃ©']
741,stop_area:OCE:SA:87756809,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-756809-00', '87756809', 'OCE87756809']",43.839703,7.351813,L'EscarÃ¨ne (L'EscarÃ¨ne),[],L'EscarÃ¨ne,Europe/Paris,"[""L'EscarÃ¨ne""]"
742,stop_area:OCE:SA:87751602,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-751602-BV', '87751602', 'OCE87751602']",43.363625,5.321331,L'Estaque (Marseille),[],L'Estaque,Europe/Paris,['Marseille']
743,stop_area:OCE:SA:87382473,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-382473-00', '87382473', 'OCE87382473']",48.868162,2.076753,L'Etang-la-Ville (L'Ã‰tang-la-Ville),[],L'Etang-la-Ville,Europe/Paris,"[""L'Ã‰tang-la-Ville""]"
744,stop_area:OCE:SA:87486126,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-486126-BV', '87486126', 'OCE87486126']",46.906963,-1.371326,L'Herbergement-les-Br. (L'Herbergement),[],L'Herbergement-les-Br.,Europe/Paris,"[""L'Herbergement""]"
745,stop_area:OCE:SA:87471060,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-471060-00', '87471060', 'OCE87471060']",48.123163,-1.819188,L'Hermitage-Mordelles (L'Hermitage),[],L'Hermitage-Mordelles,Europe/Paris,"[""L'Hermitage""]"
746,stop_area:OCE:SA:87718528,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-718528-00', '87718528', 'OCE87718528']",47.169216,6.213308,L'HÃ´pital-du-Gros-Bois (L'HÃ´pital-du-Grosbois),[],L'HÃ´pital-du-Gros-Bois,Europe/Paris,"[""L'HÃ´pital-du-Grosbois""]"
747,stop_area:OCE:SA:87276527,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-276527-00', '87276527', 'OCE87276527']",49.114032,2.209572,L'Isle-Adam-Parmain (Parmain),[],L'Isle-Adam-Parmain,Europe/Paris,['Parmain']
748,stop_area:OCE:SA:87761239,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-761239-BV', '87761239', 'OCE87761239']",45.607621,5.219552,L'Isle-d'Abeau (L'Isle-d'Abeau),[],L'Isle-d'Abeau,Europe/Paris,"[""L'Isle-d'Abeau""]"
749,stop_area:OCE:SA:87611806,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-611806-00', '87611806', 'OCE87611806']",43.617327,1.089681,L'Isle-Jourdain (Gers) (L'Isle-Jourdain),[],L'Isle-Jourdain (Gers),Europe/Paris,"[""L'Isle-Jourdain""]"
750,stop_area:OCE:SA:87765479,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-765479-00', '87765479', 'OCE87765479']",43.917342,5.047601,L'Isle-s-Sorgue - Font (L'Isle-sur-la-Sorgue),[],L'Isle-s-Sorgue - Font,Europe/Paris,"[""L'Isle-sur-la-Sorgue""]"
751,stop_area:OCE:SA:87184572,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-184572-00', '87184572', 'OCE87184572']",47.44748,6.581431,L'Isle-sur-le-Doubs (L'Isle-sur-le-Doubs),[],L'Isle-sur-le-Doubs,Europe/Paris,"[""L'Isle-sur-le-Doubs""]"
752,stop_area:OCE:SA:87271171,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-271171-00', '87271171', 'OCE87271171']",48.966377,2.316563,La Barre-Ormesson (Deuil-la-Barre),[],La Barre-Ormesson,Europe/Paris,['Deuil-la-Barre']
753,stop_area:OCE:SA:87481069,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-481069-BV', '87481069', 'OCE87481069']",47.20411,-1.660311,La Basse-Indre-St-Herb. (Saint-Herblain),[],La Basse-Indre-St-Herb.,Europe/Paris,['Saint-Herblain']
754,stop_area:OCE:SA:87342436,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-342436-00', '87342436', 'OCE87342436']",50.528034,2.804895,La BassÃ©e (La BassÃ©e),[],La BassÃ©e,Europe/Paris,['La BassÃ©e']
